"SpeciesId","Species Name","CU","CU Name","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"CM","Chum","CM_12","Smith Inlet",1975,10500,1.21437264881611,12750.9128125692,1.23041512427287,15688.9159728698,1.5,23533.3739593047,7875.28756627624,0.250736172245422,31408.661525581,7875.28756627624,0.250736172245422,31408.661525581,2.4,4.11735228463396,4.06366916446578
"CM","Chum","CM_12","Smith Inlet",1976,11500,1.21437264881611,13965.2854613853,1.23041512427287,17183.0984464765,1.5,25774.6476697147,16632.0016901625,0.392202683805968,42406.6493598772,16632.0016901625,0.392202683805968,42406.6493598772,2.4,4.11735228463396,4.06366916446578
"CM","Chum","CM_12","Smith Inlet",1977,46000,1.21437264881611,55861.141845541,1.23041512427287,68732.3937859059,1.5,103098.590678859,73025.8986468897,0.414626602617571,176124.489325748,73025.8986468897,0.414626602617571,176124.489325748,2.4,4.11735228463396,4.06366916446578
"CM","Chum","CM_12","Smith Inlet",1978,37800,1.07862021522284,40771.8441354233,1.23041512427287,50166.293668721,1.5,75249.4405030816,49690.2447865092,0.397713862263499,124939.685289591,49690.2447865092,0.397713862263499,124939.685289591,2.4,4.63555191107467,4.06366916446578
"CM","Chum","CM_12","Smith Inlet",1979,8750,1.07862021522284,9437.92688319984,1.23041512427287,11612.5679788706,1.5,17418.8519683059,10208.4461424549,0.369505772932559,27627.2981107608,10208.4461424549,0.369505772932559,27627.2981107608,2.4,4.63555191107467,4.06366916446578
"CM","Chum","CM_12","Smith Inlet",1980,65000,1.07862021522284,70110.3139894846,1.08392601703795,75994.3933959019,1.5,113991.590093853,21569.6612691791,0.159113766303438,135561.251363032,21569.6612691791,0.159113766303438,135561.251363032,2.4,4.63555191107467,4.61286095305982
"CM","Chum","CM_12","Smith Inlet",1981,67400,1.07862021522284,72699.0025060194,1.08392601703795,78800.3402289814,1.5,118200.510343472,20241.2025699905,0.146207397640644,138441.712913463,20241.2025699905,0.146207397640644,138441.712913463,2.4,4.63555191107467,4.61286095305982
"CM","Chum","CM_12","Smith Inlet",1982,88000,1.07862021522284,94918.5789396099,1.08392601703795,102884.717212913,1.5,154327.07581937,16631.880331891,0.0972858088649969,170958.956151261,16631.880331891,0.0972858088649969,170958.956151261,2.4,4.63555191107467,4.61286095305982
"CM","Chum","CM_12","Smith Inlet",1983,44300,1.07862021522284,47782.8755343718,1.08392601703795,51793.1019605916,1.5,77689.6529408874,5734.78439240003,0.0687422603701731,83424.4373332875,5734.78439240003,0.0687422603701731,83424.4373332875,2.4,4.63555191107467,4.61286095305982
"CM","Chum","CM_12","Smith Inlet",1984,19200,1.07862021522284,20709.5081322785,1.08392601703795,22447.5746646356,1.5,33671.3619969535,8463.13068936691,0.200859916657181,42134.4926863204,8463.13068936691,0.200859916657181,42134.4926863204,2.4,4.63555191107467,4.61286095305982
